,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text_tokens,text_lemmas
45,1515457405122973696,1515441902560202772,1650148175000.0,2022-04-16 17:29:35,-0500,,"@Kaylimity internal is old, eevee has sacrifices to be realtime, cycles is raytraced unbiased im pretty sure eevee rewrite might have ray traced shadows?",en,[],[],895197541863747585,895197541863747585,fake_patrykzx,zaki,6,17,https://twitter.com/fake_patrykzx/status/1515457405122973696,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'Kaylimity', 'name': 'Dumbass 💙💛', 'id': '2920436299'}]",,,,,"['kaylimity', 'internal', 'old', 'eevee', 'sacrifices', 'realtime', 'cycles', 'raytraced', 'pretty', 'sure', 'eevee', 'rewrite', 'might', 'ray', 'traced', 'shadows']","['kaylimity', 'internal', 'old', 'eevee', 'sacrifice', 'realtime', 'cycle', 'raytraced', 'im', 'pretty', 'sure', 'eevee', 'rewrite', 'might', 'ray', 'trace', 'shadow']"
46,1515457150885240839,1515456644687306755,1650148115000.0,2022-04-16 17:28:35,-0500,,@pukingaliensnft unbiased opinion. @KorosenaiNinjas Alien the Best 🤷‍♂️🥷,en,[],[],1494781405,1494781405,TheSeanKoch,Bunss,6,17,https://twitter.com/TheSeanKoch/status/1515457150885240839,[],[],0,,False,1,0,0,,unbiased,,,,,,,"[{'screen_name': 'pukingaliensnft', 'name': 'Puking Aliens - #NEAR', 'id': '1489018693501739014'}]",,,,,"['pukingaliensnft', 'opinion', 'korosenaininjas', 'alien', 'best', '🤷\u200d♂️\U0001f977']","['pukingaliensnft', 'opinion', 'korosenaininjas', 'alien', 'best', '🤷\u200d♂️\U0001f977']"
47,1515457140495831043,1515428448948396041,1650148112000.0,2022-04-16 17:28:32,-0500,,"@Sarahwaldmignon @Gwennafran @nickwallis I do not think he is not reporting honest. He is reporting as he hears it, he told us that. He did not come here for a J4J campaign, he promised honest reporting. He is working also &amp; needs to report all unbiased. He is building bridges &amp; trying to understand all our laws &amp; terms",en,[],[],1315500398728208384,1315500398728208384,CherylD59995761,Cheryl Drake 🇺🇸💜💜,6,17,https://twitter.com/CherylD59995761/status/1515457140495831043,[],[],0,,False,2,1,0,,unbiased,,,,,,,"[{'screen_name': 'Sarahwaldmignon', 'name': 'Sasha Wald-Mignon', 'id': '1288276024099102732'}, {'screen_name': 'Gwennafran', 'name': 'TheMadRatter🇩🇰🇩🇰 🐀🦙 🥕💜 Gwennafran ♊', 'id': '145150641'}, {'screen_name': 'nickwallis', 'name': 'Nick Wallis', 'id': '17282663'}]",,,,,"['sarahwaldmignon', 'gwennafran', 'nickwallis', 'think', 'reporting', 'honest', 'reporting', 'hears', 'told', 'come', 'j4j', 'campaign', 'promised', 'honest', 'reporting', 'working', 'also', 'amp', 'needs', 'report', 'building', 'bridges', 'amp', 'trying', 'understand', 'laws', 'amp', 'terms']","['sarahwaldmignon', 'gwennafran', 'nickwallis', 'think', 'reporting', 'honest', 'reporting', 'hears', 'told', 'u', 'come', 'j4j', 'campaign', 'promise', 'honest', 'reporting', 'work', 'also', 'amp', 'need', 'report', 'building', 'bridge', 'amp', 'try', 'understand', 'law', 'amp', 'term']"
48,1515457074859331590,1515457074859331590,1650148097000.0,2022-04-16 17:28:17,-0500,,"nah ""flamboyant cannonball"" is INSANE 💀💀",en,[],[],1429491521406083075,1429491521406083075,UnbiasedPersona,Unbiased 🅿️ersona Fan,6,17,https://twitter.com/UnbiasedPersona/status/1515457074859331590,[],[],0,,False,0,0,0,https://twitter.com/snxpxrgxng/status/1515145610566926338,unbiased,,,,,,,[],,,,,"['nah', 'flamboyant', 'cannonball', 'insane']","['nah', '``', 'flamboyant', 'cannonball', ""''"", 'insane', '💀💀']"
49,1515456977362722820,1515456903492608001,1650148073000.0,2022-04-16 17:27:53,-0500,,totally unbiased data here,en,[],[],1360431919947800577,1360431919947800577,guccywrist,tre 🤍,6,17,https://twitter.com/guccywrist/status/1515456977362722820,[],[],0,,False,0,0,0,,unbiased,,,,,,,[],,,,,"['totally', 'data']","['totally', 'data']"
50,1515456976829956101,1514354299656192010,1650148073000.0,2022-04-16 17:27:53,-0500,,@Humza343 @GabeMReyna @DonutOperator @AttorneyCrump Being unbiased is probably the easiest thing to do.,en,[],[],992565567474360320,992565567474360320,MooKai297,MooKai297,6,17,https://twitter.com/MooKai297/status/1515456976829956101,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'Humza343', 'name': 'MMA 4 ALL 🗯', 'id': '129758611'}, {'screen_name': 'GabeMReyna', 'name': 'Gabe Reyna', 'id': '783535459897057280'}, {'screen_name': 'DonutOperator', 'name': 'Donut Operator 🍩', 'id': '3171403062'}, {'screen_name': 'AttorneyCrump', 'name': 'Ben Crump', 'id': '151967576'}]",,,,,"['humza343', 'gabemreyna', 'donutoperator', 'attorneycrump', 'probably', 'easiest', 'thing']","['humza343', 'gabemreyna', 'donutoperator', 'attorneycrump', 'probably', 'easy', 'thing']"
51,1515456792905625604,1515058880836997130,1650148029000.0,2022-04-16 17:27:09,-0500,,"@wtf1official That the rules have to be applied correctly. This also includes a clear and unbiased appeal process, when rules were broken and/or falsely applied, with the possibility to correct the resilt in these cases. #VoidLap58 #HumanErrorChampion",en,"['voidlap58', 'humanerrorchampion']",[],88274270,88274270,contecarli,ConteCarli,6,17,https://twitter.com/contecarli/status/1515456792905625604,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'wtf1official', 'name': 'WTF1', 'id': '87541152'}]",,,,,"['wtf1official', 'rules', 'applied', 'correctly', 'also', 'includes', 'clear', 'appeal', 'process', 'rules', 'broken', 'andor', 'falsely', 'applied', 'possibility', 'correct', 'resilt', 'cases', 'voidlap58', 'humanerrorchampion']","['wtf1official', 'rule', 'apply', 'correctly', 'also', 'include', 'clear', 'appeal', 'process', 'rule', 'broken', 'and/or', 'falsely', 'apply', 'possibility', 'correct', 'resilt', 'case', 'voidlap58', 'humanerrorchampion']"
52,1515456696755359745,1515150314374144002,1650148006000.0,2022-04-16 17:26:46,-0500,,@KINGSTEFANSKI @Callipare_City @MicahhParsons11 YOU didn’t watch the game😭,en,[],[],713179328805081089,713179328805081089,ZachyistheGOAT,Unbiased Jets Fan,6,17,https://twitter.com/ZachyistheGOAT/status/1515456696755359745,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'KINGSTEFANSKI', 'name': 'Logan', 'id': '1269636485726253058'}, {'screen_name': 'Callipare_City', 'name': 'Joe Callipare', 'id': '355513671'}, {'screen_name': 'MicahhParsons11', 'name': 'Micah Parsons', 'id': '1291573322497568771'}]",,,,,"['kingstefanski', 'calliparecity', 'micahhparsons11', 'watch', 'game😭']","['kingstefanski', 'callipare_city', 'micahhparsons11', '’', 'watch', 'game😭']"
53,1515456649607196673,1514696324435873794,1650147995000.0,2022-04-16 17:26:35,-0500,,@AvatarCranston @Eizenfaust2 Racism= feeling of superiority over other races Prejudice= NO superiority over other races,en,[],[],1067440524846608385,1067440524846608385,roughlifelefty,Unbiased,6,17,https://twitter.com/roughlifelefty/status/1515456649607196673,[],[],0,,False,0,1,0,,unbiased,,,,,,,"[{'screen_name': 'AvatarCranston', 'name': 'COLORED ONLY WATER FOUNTAIN', 'id': '1194342402057744385'}, {'screen_name': 'Eizenfaust2', 'name': 'Joey🜏 and 69 others', 'id': '1357137154829344768'}]",,,,,"['avatarcranston', 'eizenfaust2', 'racism', 'feeling', 'superiority', 'races', 'prejudice', 'superiority', 'races']","['avatarcranston', 'eizenfaust2', 'racism=', 'feel', 'superiority', 'race', 'prejudice=', 'superiority', 'race']"
54,1515456562009186305,1515456562009186305,1650147974000.0,2022-04-16 17:26:14,-0500,,"It’s disturbing to see so many young, fit athletes collapsing with heart attacks or dying from cardiac arrests from all corners of the world.  When does this get true, global, unbiased, non political media attention?  We already know the answer.   https://t.co/RB5mbfgEfa  https://t.co/jDXgpH184Y",en,[],[],2996048771,2996048771,DamienUpworth,Damien Upworth,6,17,https://twitter.com/DamienUpworth/status/1515456562009186305,['https://twitter.com/Lilith_Assyria/status/1515430746646880263'],['https://pbs.twimg.com/media/FQf7tfsWYA0OEd7.jpg'],1,https://pbs.twimg.com/media/FQf7tfsWYA0OEd7.jpg,False,0,0,0,https://twitter.com/Lilith_Assyria/status/1515430746646880263,unbiased,,,,,,,[],,,,,"['disturbing', 'see', 'many', 'young', 'fit', 'athletes', 'collapsing', 'heart', 'attacks', 'dying', 'cardiac', 'arrests', 'corners', 'world', 'get', 'true', 'global', 'non', 'political', 'media', 'attention', 'already', 'know', 'answer', 'httpstcorb5mbfgefa', 'httpstcojdxgph184y']","['’', 'disturb', 'see', 'many', 'young', 'fit', 'athlete', 'collapse', 'heart', 'attack', 'die', 'cardiac', 'arrest', 'corner', 'world', 'get', 'true', 'global', 'non', 'medium', 'attention', 'already', 'know', 'answer', 'http', '//t.co/rb5mbfgefa', 'http', '//t.co/jdxgph184y']"
55,1515456535492583424,1515456535492583424,1650147968000.0,2022-04-16 17:26:08,-0500,,Unbiased thoroughly researched channel in the digital asset space!!   @invest_answers                   InvestAnswers  https://t.co/O1X8hi6DcB via @YouTube,en,[],[],35819617,35819617,bava23,Swaranjit Singh 🇺🇸🍁🌍 🇮🇳,6,17,https://twitter.com/bava23/status/1515456535492583424,['https://youtube.com/c/InvestAnswers'],[],0,,False,1,0,0,,unbiased,,,,,,,[],,,,,"['thoroughly', 'researched', 'channel', 'digital', 'asset', 'space', 'investanswers', 'investanswers', 'httpstcoo1x8hi6dcb', 'via', 'youtube']","['thoroughly', 'research', 'channel', 'digital', 'asset', 'space', 'invest_answers', 'investanswers', 'http', '//t.co/o1x8hi6dcb', 'via', 'youtube']"
56,1515456452294496256,1515249759224832002,1650147948000.0,2022-04-16 17:25:48,-0500,,"@CelesteThat @pesztopasta @IAPonomarenko 🤦‍♂️ No, it means he is not objective and you can’t trust his opinions/info to be unbiased. You can’t destroy any semblance of journalistic independence and also claim to be unbiased.   And experts who do not work for any govt (unlike the pedo) disagree strongly w/ his “analysis”",en,[],[],973112343981903872,973112343981903872,EdneckEngineer,Banality,6,17,https://twitter.com/EdneckEngineer/status/1515456452294496256,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'CelesteThat', 'name': 'Celeste This and That', 'id': '1201432011296198656'}, {'screen_name': 'pesztopasta', 'name': 'Pesto Pasta', 'id': '1505269546898370565'}, {'screen_name': 'IAPonomarenko', 'name': 'Illia Ponomarenko 🇺🇦', 'id': '262219168'}]",,,,,"['celestethat', 'pesztopasta', 'iaponomarenko', '🤦\u200d♂️', 'means', 'objective', 'trust', 'opinionsinfo', 'destroy', 'semblance', 'journalistic', 'independence', 'also', 'claim', 'experts', 'work', 'govt', 'unlike', 'pedo', 'disagree', 'strongly', 'analysis']","['celestethat', 'pesztopasta', 'iaponomarenko', '🤦\u200d♂️', 'mean', 'objective', '’', 'trust', 'opinions/info', '’', 'destroy', 'semblance', 'journalistic', 'independence', 'also', 'claim', 'expert', 'work', 'govt', 'unlike', 'pedo', 'disagree', 'strongly', 'w/', '“', 'analysis', '”']"
58,1515456214846808064,1515456214846808064,1650147892000.0,2022-04-16 17:24:52,-0500,,"""I live in the same area of ​​Delhi's Jahangir Puri where riots happened today, these riots were well planned, which was carried out by #VHP and #BJP, deliberately took out rallies from Muslim dominated areas and Raise objectionable slogans in front of mosques"" #Delhi #DelhiRiots",en,"['vhp', 'bjp', 'delhi', 'delhiriots']",[],1514201829181034498,1514201829181034498,UnBiasedTvMedia,UnBiased Media - The Truth In Detail,6,17,https://twitter.com/UnBiasedTvMedia/status/1515456214846808064,[],[],0,,False,1,2,1,https://twitter.com/ShankarKumar_/status/1515452957101539328,unbiased,,,,,,,[],,,,,"['live', 'area', '\u200b\u200bdelhis', 'jahangir', 'puri', 'riots', 'happened', 'today', 'riots', 'well', 'planned', 'carried', 'vhp', 'bjp', 'deliberately', 'took', 'rallies', 'muslim', 'dominated', 'areas', 'raise', 'objectionable', 'slogans', 'front', 'mosques', 'delhi', 'delhiriots']","['``', 'live', 'area', '\u200b\u200bdelhi', ""'s"", 'jahangir', 'puri', 'riot', 'happen', 'today', 'riot', 'well', 'plan', 'carry', 'vhp', 'bjp', 'deliberately', 'take', 'rally', 'muslim', 'dominate', 'area', 'raise', 'objectionable', 'slogan', 'front', 'mosque', ""''"", 'delhi', 'delhiriots']"
59,1515456202322452482,1515380327421726720,1650147889000.0,2022-04-16 17:24:49,-0500,,"@Whimsicast Nah, if you’re going to say bigoted shit with your whole chest multiple times (see later tweets in the thread), you reach the “find out” stage. Especially when you’re in the legal field and your job is to be unbiased",en,[],[],1087201046,1087201046,thaDifftcg,✨ sable ✨,6,17,https://twitter.com/thaDifftcg/status/1515456202322452482,[],[],0,,False,0,1,0,,unbiased,,,,,,,"[{'screen_name': 'Whimsicast', 'name': 'Kyle Whimsicast', 'id': '1273765936927997952'}]",,,,,"['whimsicast', 'nah', 'going', 'say', 'bigoted', 'shit', 'whole', 'chest', 'multiple', 'times', 'see', 'later', 'tweets', 'thread', 'reach', 'find', 'stage', 'especially', 'legal', 'field', 'job']","['whimsicast', 'nah', '’', 'go', 'say', 'bigoted', 'shit', 'whole', 'chest', 'multiple', 'time', 'see', 'later', 'tweet', 'thread', 'reach', '“', 'find', '”', 'stage', 'especially', '’', 'legal', 'field', 'job']"
60,1515456158219177985,1515358439114874880,1650147878000.0,2022-04-16 17:24:38,-0500,,"@RichardKGrump Well said .. we dont get unbiased news anymore, we get opinions and they are usually  whatever they have been told they are allowed say, not necessarily the truth.",en,[],[],1961778140,1961778140,lee1australian,Proud to be a prole,6,17,https://twitter.com/lee1australian/status/1515456158219177985,[],[],0,,False,1,0,0,,unbiased,,,,,,,"[{'screen_name': 'RichardKGrump', 'name': 'Richard Wright', 'id': '1406892875233693699'}]",,,,,"['richardkgrump', 'well', 'said', 'dont', 'get', 'news', 'anymore', 'get', 'opinions', 'usually', 'whatever', 'told', 'allowed', 'say', 'necessarily', 'truth']","['richardkgrump', 'well', 'say', '..', 'dont', 'get', 'news', 'anymore', 'get', 'opinion', 'usually', 'whatever', 'told', 'allow', 'say', 'necessarily', 'truth']"
61,1515456021363363846,1515456021363363846,1650147845000.0,2022-04-16 17:24:05,-0500,,"Reggie Jackson, Marcus Morris and Terrance Mann played the Timberwolves better than Ja Morant, Desmond Bane and Jaren Jackson Jr.",en,[],[],1224765716525723663,1224765716525723663,nonbiasednbafan,Unbiased NBA Fan,6,17,https://twitter.com/nonbiasednbafan/status/1515456021363363846,[],[],0,,False,13,0,1,,unbiased,,,,,,,[],,,,,"['reggie', 'jackson', 'marcus', 'morris', 'terrance', 'mann', 'played', 'timberwolves', 'better', 'morant', 'desmond', 'bane', 'jaren', 'jackson']","['reggie', 'jackson', 'marcus', 'morris', 'terrance', 'mann', 'played', 'timberwolves', 'well', 'ja', 'morant', 'desmond', 'bane', 'jaren', 'jackson', 'jr']"
62,1515455737576980481,1515278972279418885,1650147778000.0,2022-04-16 17:22:58,-0500,,"@PeterWMurphy1 @ItaButtrose @ABCaustralia All her tweets post 23rd March have been deleted. A purported journalist who doesn't understand the words 'unbiased, parity, balanced, uniform, equal "" when it comes to reporting.  @ABCMediaComms Att: CEO David Anderson why have no actions been taken against her.  Where is the⬇️  https://t.co/MEGQbjBtTL",en,[],[],2686219992,2686219992,HUSO2341_A_LMoo,Anne Louise Moore 💦💦🔥🔥🐨🐨species extinction,6,17,https://twitter.com/HUSO2341_A_LMoo/status/1515455737576980481,[],['https://pbs.twimg.com/tweet_video_thumb/FQf69P1aUAEjN-n.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FQf69P1aUAEjN-n.jpg,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'PeterWMurphy1', 'name': 'Peter Murphy', 'id': '2608740770'}, {'screen_name': 'ItaButtrose', 'name': 'Ita Buttrose', 'id': '359750088'}, {'screen_name': 'ABCaustralia', 'name': 'ABC Australia', 'id': '16714896'}]",,,,,"['peterwmurphy1', 'itabuttrose', 'abcaustralia', 'tweets', 'post', '23rd', 'march', 'deleted', 'purported', 'journalist', 'doesnt', 'understand', 'words', 'parity', 'balanced', 'uniform', 'equal', 'comes', 'reporting', 'abcmediacomms', 'att', 'ceo', 'david', 'anderson', 'actions', 'taken', 'the⬇️', 'httpstcomegqbjbttl']","['peterwmurphy1', 'itabuttrose', 'abcaustralia', 'tweet', 'post', '23rd', 'march', 'delete', 'purport', 'journalist', ""n't"", 'understand', 'word', ""'unbiased"", 'parity', 'balance', 'uniform', 'equal', '``', 'come', 'reporting', 'abcmediacomms', 'att', 'ceo', 'david', 'anderson', 'action', 'take', 'the⬇️', 'http', '//t.co/megqbjbttl']"
63,1515455372047355912,1515371305323077636,1650147691000.0,2022-04-16 17:21:31,-0500,,@srinivasiyc There’s nothing to be achieved by PM appealing for anything because anything he says will be dissected by vultures like you and he will be criticized no matter what he says. He knows you very well.,en,[],[],1436104238694912000,1436104238694912000,Pramod_Tor,Unbiased,6,17,https://twitter.com/Pramod_Tor/status/1515455372047355912,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'srinivasiyc', 'name': 'Srinivas BV', 'id': '576533046'}]",,,,,"['srinivasiyc', 'nothing', 'achieved', 'appealing', 'anything', 'anything', 'says', 'dissected', 'vultures', 'like', 'criticized', 'matter', 'says', 'knows', 'well']","['srinivasiyc', '’', 'nothing', 'achieve', 'pm', 'appeal', 'anything', 'anything', 'say', 'dissect', 'vulture', 'like', 'criticize', 'matter', 'say', 'know', 'well']"
64,1515455240094498816,1515429932305825796,1650147659000.0,2022-04-16 17:20:59,-0500,,"@Vulpinous And sometimes it's not so much venting, and more of a ""Hey, can I get your 3rd party, trusted, unbiased, removed opinion of how I feel to either  - justify how I feel and confirm I should talk to them. - let me know if im being stupid and should get over it.",en,[],[],134393214,134393214,Tabu_B_Xavier,Tabuwu the Positabby,6,17,https://twitter.com/Tabu_B_Xavier/status/1515455240094498816,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'Vulpinous', 'name': 'Alazell℠ 🔶', 'id': '4022056551'}]",,,,,"['vulpinous', 'sometimes', 'much', 'venting', 'hey', 'get', '3rd', 'party', 'trusted', 'removed', 'opinion', 'feel', 'either', 'justify', 'feel', 'confirm', 'talk', 'let', 'know', 'stupid', 'get']","['vulpinous', 'sometimes', ""'s"", 'much', 'vent', '``', 'hey', 'get', '3rd', 'party', 'trust', 'remove', 'opinion', 'feel', 'either', 'justify', 'feel', 'confirm', 'talk', 'let', 'know', 'im', 'stupid', 'get']"
65,1515455225464856585,1515455225464856585,1650147656000.0,2022-04-16 17:20:56,-0500,,We are in an urgent need for a #decentralized  #socialmedia  platforms ! So truth is unaltered and unbiased ! #freepalestine,en,"['decentralized', 'socialmedia', 'freepalestine']",[],134141631,134141631,RaslanAlhawi,Raslan Al-Hawi,6,17,https://twitter.com/RaslanAlhawi/status/1515455225464856585,[],[],0,,False,0,0,0,,unbiased,,,,,,,[],,,,,"['urgent', 'need', 'decentralized', 'socialmedia', 'platforms', 'truth', 'unaltered', 'freepalestine']","['urgent', 'need', 'decentralize', 'socialmedia', 'platform', 'truth', 'unaltered', 'freepalestine']"
67,1515454982266437637,1515454349899673604,1650147598000.0,2022-04-16 17:19:58,-0500,,@lfcoscar_ Yeah we would officially be the greatest prem team of all time,en,[],[],1413648581073022981,1413648581073022981,unbiased_LFC,𝙉𝙪𝙢𝙗𝙚𝙧 𝟰,6,17,https://twitter.com/unbiased_LFC/status/1515454982266437637,[],[],0,,False,1,1,0,,unbiased,,,,,,,"[{'screen_name': 'lfcoscar_', 'name': 'oscar🇸🇪', 'id': '1026804679903268865'}]",,,,,"['lfcoscar', 'yeah', 'would', 'officially', 'greatest', 'prem', 'team', 'time']","['lfcoscar_', 'yeah', 'would', 'officially', 'great', 'prem', 'team', 'time']"
69,1515454843472826371,1515453886181650436,1650147565000.0,2022-04-16 17:19:25,-0500,,@BleacherReport @NBATV Score,en,[],[],1001611656424812545,1001611656424812545,TheUnbiasedTru1,The Unbiased Truth,6,17,https://twitter.com/TheUnbiasedTru1/status/1515454843472826371,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'BleacherReport', 'name': 'Bleacher Report', 'id': '890891'}, {'screen_name': 'NBATV', 'name': 'NBA TV', 'id': '25319414'}]",,,,,"['bleacherreport', 'nbatv', 'score']","['bleacherreport', 'nbatv', 'score']"
70,1515454816411136003,1515454349899673604,1650147558000.0,2022-04-16 17:19:18,-0500,,@unbiased_LFC Ye that would be a dream and also the end for ft twitter cuz that means we won the quad what are the rivals gonna say after that,en,[],[],1026804679903268865,1026804679903268865,lfcoscar_,oscar🇸🇪,6,17,https://twitter.com/lfcoscar_/status/1515454816411136003,[],[],0,,False,1,1,0,,unbiased,,,,,,,"[{'screen_name': 'unbiased_LFC', 'name': '𝙉𝙪𝙢𝙗𝙚𝙧 𝟰', 'id': '1413648581073022981'}]",,,,,"['unbiasedlfc', 'would', 'dream', 'also', 'end', 'twitter', 'cuz', 'means', 'quad', 'rivals', 'gon', 'say']","['unbiased_lfc', 'ye', 'would', 'dream', 'also', 'end', 'ft', 'twitter', 'cuz', 'mean', 'quad', 'rival', 'gon', 'na', 'say']"
71,1515454349899673604,1515454349899673604,1650147447000.0,2022-04-16 17:17:27,-0500,,"Imagine if we get 4 trophies and city gets 0, my life would be complete",en,[],[],1413648581073022981,1413648581073022981,unbiased_LFC,𝙉𝙪𝙢𝙗𝙚𝙧 𝟰,6,17,https://twitter.com/unbiased_LFC/status/1515454349899673604,[],[],0,,False,4,1,0,,unbiased,,,,,,,[],,,,,"['imagine', 'get', 'trophies', 'city', 'gets', 'life', 'would', 'complete']","['imagine', 'get', '4', 'trophy', 'city', 'get', '0', 'life', 'would', 'complete']"
72,1515454332791148545,1515454332791148545,1650147443000.0,2022-04-16 17:17:23,-0500,,I think Frank Graves needs to worry more about his business reputation more then the $1.6 million he gets from the liberal party added to his bottom line.  I do not see how he can maintain unbiased polling after his recent tweets.,en,[],[],301515369,301515369,hsamnah,Underground Sam,6,17,https://twitter.com/hsamnah/status/1515454332791148545,[],[],0,,False,1,0,0,https://twitter.com/NormRCN31/status/1515453513484095499,unbiased,,,,,,,[],,,,,"['think', 'frank', 'graves', 'needs', 'worry', 'business', 'reputation', 'million', 'gets', 'party', 'added', 'bottom', 'line', 'see', 'maintain', 'polling', 'recent', 'tweets']","['think', 'frank', 'graf', 'need', 'worry', 'business', 'reputation', '1.6', 'million', 'get', 'party', 'add', 'bottom', 'line', 'see', 'maintain', 'polling', 'recent', 'tweet']"
73,1515454273395605507,1515284320184934403,1650147429000.0,2022-04-16 17:17:09,-0500,,@twtrp8d @GeekPeep @davenewworld_2 A lot of respect for you for being Christian and still being unbiased,en,[],[],1118278358062727169,1118278358062727169,Mr_xx_Ultimate,Mr xx Ultimate,6,17,https://twitter.com/Mr_xx_Ultimate/status/1515454273395605507,[],[],0,,False,2,1,0,,unbiased,,,,,,,"[{'screen_name': 'twtrp8d', 'name': 'Sharon Wood', 'id': '33178383'}, {'screen_name': 'GeekPeep', 'name': 'Steve Russo', 'id': '122173342'}, {'screen_name': 'davenewworld_2', 'name': 'Fifty Shades of Whey', 'id': '886398296146706432'}]",,,,,"['twtrp8d', 'geekpeep', 'davenewworld2', 'lot', 'respect', 'christian', 'still']","['twtrp8d', 'geekpeep', 'davenewworld_2', 'lot', 'respect', 'christian', 'still']"
74,1515454090641350660,1515443962773147649,1650147385000.0,2022-04-16 17:16:25,-0500,,"@caitoz Sadly…unbiased sources are quickly labeled “Russian-propaganda” by the west.  Thus my approach is simple: assume 100% of the US/NATO narrative is false, and you may be 95% correct….",en,[],[],1297035287030378496,1297035287030378496,macondonauta,Evil Estensbi,6,17,https://twitter.com/macondonauta/status/1515454090641350660,[],[],0,,False,0,0,0,,unbiased,,,,,,,"[{'screen_name': 'caitoz', 'name': 'Caitlin Johnstone ⏳', 'id': '19899980'}]",,,,,"['caitoz', 'sadly…unbiased', 'sources', 'quickly', 'labeled', 'russianpropaganda', 'west', 'thus', 'approach', 'simple', 'assume', '100', 'usnato', 'narrative', 'false', 'may', 'correct…']","['caitoz', 'sadly…unbiased', 'source', 'quickly', 'label', '“', 'russian-propaganda', '”', 'west', 'thus', 'approach', 'simple', 'assume', '100', 'us/nato', 'narrative', 'false', 'may', '95', 'correct…']"
75,1515453801918083075,1514973341307875329,1650147316000.0,2022-04-16 17:15:16,-0500,,@NotTeak @SonbayEgehan @adlawrence04 Not all opinions are biased. For ex. if u asked some1 who doesn’t listen either artist which track was better their opinion would be considered unbiased. The same can be said about my opinion because they’re both my favorite artist. In fact I was an Em fan b4 I was ever a Ye fan,en,[],[],2961282185,2961282185,shot_burner,GSJ's burner,6,17,https://twitter.com/shot_burner/status/1515453801918083075,[],[],0,,False,0,2,0,,unbiased,,,,,,,"[{'screen_name': 'NotTeak', 'name': 'David', 'id': '1311899905259114505'}, {'screen_name': 'SonbayEgehan', 'name': '𝔈𝔤𝔢𝔥𝔞𝔫', 'id': '1185589031607906304'}, {'screen_name': 'adlawrence04', 'name': 'Alonzo', 'id': '1176156988545359873'}]",,,,,"['notteak', 'sonbayegehan', 'adlawrence04', 'opinions', 'biased', 'asked', 'some1', 'listen', 'either', 'artist', 'track', 'better', 'opinion', 'would', 'considered', 'said', 'opinion', 'favorite', 'artist', 'fact', 'fan', 'ever', 'fan']","['notteak', 'sonbayegehan', 'adlawrence04', 'opinion', 'bias', 'ex', 'u', 'ask', 'some1', '’', 'listen', 'either', 'artist', 'track', 'well', 'opinion', 'would', 'consider', 'say', 'opinion', '’', 'favorite', 'artist', 'fact', 'em', 'fan', 'b4', 'ever', 'ye', 'fan']"
76,1515453651820683270,1515453651820683270,1650147281000.0,2022-04-16 17:14:41,-0500,,me tweeting about miyeon expecting anyone to believe my opinion is unbiased when shes my username and layout,en,[],[],1208949122545393669,1208949122545393669,miyeonent,🗯,6,17,https://twitter.com/miyeonent/status/1515453651820683270,[],[],0,,False,0,1,0,,unbiased,,,,,,,[],,,,,"['tweeting', 'miyeon', 'expecting', 'anyone', 'believe', 'opinion', 'shes', 'username', 'layout']","['tweet', 'miyeon', 'expect', 'anyone', 'believe', 'opinion', 'shes', 'username', 'layout']"
